OBJECTID,Station Identification,Observation Date/Time,Station Name,Country Name,Station Elevation (Meters),Air Temperature (°F),Dew Point Temperature (°F),Relative Humidity (%),Wind Origin (Degrees),Wind Speed (km/h),Wind Gust (km/h),Wind Chill (°F),Horizontal Visibility (Meters),Altimeter Pressure (Millibars),Sky Conditions,Weather Conditions,Remarks,Heat Feels Like (°F),Location Latitude (DD),Location Longitude (DD),x,y
4586,YCOM,11/10/2019 1:00:00 AM,Cooma Snowy Mtns,Australia,941,59,41,51,220,24,0,,10000,1012.9,"Scattered Clouds at 1200 meters AGL, Broken Clouds at 1400 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-36.3,148.97,148.970000000234,-36.3000000003128
4587,YBHI,11/10/2019 1:00:00 AM,Broken Hill,Australia,292,64.4,39.2,39,200,11,0,,10000,1020.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-32,141.47,141.469999999781,-31.9999999996598
4588,YEML,11/10/2019 1:00:00 AM,Emerald Arpt,Australia,190,82.4,17.6,9,150,15,0,,10000,1015.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,76.7,-23.57,148.18,148.179999999575,-23.570000000319
4589,YDBY,11/10/2019 1:00:00 AM,Derby,Australia,7,89.6,73.4,59,350,15,0,,10000,1010.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,98.2,-17.37,123.67,123.669999999963,-17.370000000388
4590,YBMK,11/10/2019 1:00:00 AM,Mackay,Australia,31,84.2,50,31,120,30,0,,10000,1015.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,82.3,-21.17,149.17,149.169999999707,-21.1699999998538
4591,YBNA,11/10/2019 1:00:00 AM,Ballina Byron G.,Australia,2,75.2,44.6,34,270,9,0,,3900,1011.9,"Broken Clouds at 880 meters AGL, Overcast Cloud Deck at 1100 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,76,-28.83,153.57,153.569999999793,-28.8299999999744
4592,YBOK,11/10/2019 1:00:00 AM,Oakey (Army/Civ),Australia,407,77,26.6,16,230,33,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,74,-27.42,151.72,151.7200000004,-27.4200000002652
4593,YMTG,11/10/2019 1:00:00 AM,Mount Gambier,Australia,65,55.4,50,82,260,24,0,,10000,1018.9,"Scattered Clouds at 700 meters AGL, Broken Clouds at 910 meters AGL, Overcast Cloud Deck at 1000 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-37.75,140.78,140.780000000206,-37.7499999996773
4594,YBPN,11/10/2019 1:00:00 AM,Prosperine Airpo,Australia,25,84.2,50,31,110,33,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,82.3,-20.5,148.55,148.549999999634,-20.4999999998374
4595,YNAR,11/10/2019 1:00:00 AM,Narrandera,Australia,145,66.2,42.8,43,260,17,0,,10000,1017.9,Scattered Clouds at 1200 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-34.7,146.52,146.519999999727,-34.70000000023
4596,YNBR,11/10/2019 1:00:00 AM,Narrabri,Australia,240,73.4,30.2,20,220,17,0,,10000,1015.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,72.7,-30.32,149.83,149.830000000394,-30.3200000000535
4597,YNTN,11/10/2019 1:00:00 AM,Normanton,Australia,22,95,24.8,8,150,20,0,,10000,1011.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,88.9,-17.68,141.07,141.069999999936,-17.6800000001808
4598,YNWN,11/10/2019 1:00:00 AM,Newman Arpt,Australia,525,95,24.8,8,170,6,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,88.9,-23.42,119.8,119.799999999693,-23.4199999997334
4599,YOLD,11/10/2019 1:00:00 AM,Olympic Dam Arpt,Australia,105,77,33.8,21,130,7,0,,10000,1019.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,75,-30.48,136.88,136.88000000015,-30.48000000035
4600,YPBO,11/10/2019 1:00:00 AM,Paraburdoo,Australia,1292,93.2,28.4,10,130,11,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,87.9,-23.2,117.75,117.749999999928,-23.1999999997066
4601,YGTE,11/10/2019 1:00:00 AM,Groote Eylandt,Australia,14,93.2,57.2,30,170,13,0,,10000,1011.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,91.9,-13.97,136.45,136.449999999621,-13.9699999998855
4602,YHUG,11/10/2019 1:00:00 AM,Hughenden Arpt,Australia,318,87.8,21.2,9,90,17,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,83.4,-20.82,144.23,144.229999999876,-20.8200000000886
4603,YKRY,11/10/2019 1:00:00 AM,Kingaroy Arpt,Australia,434,78.8,19.4,11,260,19,0,,10000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,74.2,-26.57,151.83,151.829999999616,-26.5700000001916
4604,YLEC,11/10/2019 1:00:00 AM,Leigh Creek,Australia,262,75.2,30.2,19,330,9,0,,,1020.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,73.5,-30.6,138.43,138.429999999884,-30.6000000002948
4605,UTAM,11/10/2019 1:00:00 AM,Mary,Turkmenistan,222,41,35.6,81,0,0,0,61.2,6000,1028.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,37.62,61.9,61.8999999999673,37.6199999999393
4606,SECU,11/10/2019 1:00:00 AM,Cuenca/Mariscal,Ecuador,2531,59,55.4,88,240,13,0,,10000,1023.9,Broken Clouds at 1200 meters AGL,No significant weather present at this time.,,,-2.87,-78.97,-78.9699999995974,-2.86999999973786
4607,GUCY,11/10/2019 1:00:00 AM,Conakry/Gbessia,"Guinea-Bissau, Guinea",26,82.4,78.8,89,340,7,0,,6000,1011.9,"Broken Clouds at 460 meters AGL, Few Clouds at 700 meters AGL, Scattered Clouds at 3400 meters AGL",Haze,,92.8,9.57,-13.62,-13.6199999999606,9.56999999969428
4608,GOGG,11/10/2019 1:00:00 AM,Ziguinchor,Senegal,23,77,73.4,89,0,4,0,,10000,1011.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,12.55,-16.27,-16.2699999999411,12.5499999996119
4609,GOTT,11/10/2019 1:00:00 AM,Tambacounda,Senegal,50,77,60.8,57,320,7,0,,10000,1009.9,Ceiling and Visibility are OK,No significant weather present at this time.,,79,13.73,-13.65,-13.6499999997468,13.7299999999839
4610,GOSS,11/10/2019 1:00:00 AM,Saint Louis,Senegal,4,73.4,68,83,340,7,0,,10000,1011.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,16.05,-16.43,-16.4299999996992,16.0499999996093
4611,GOOY,11/10/2019 1:00:00 AM,Dakar/Yoff,Senegal,24,77,71.6,83,360,15,0,,8000,1012.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,14.72,-17.5,-17.5000000001591,14.72000000007
4612,NIUE,11/10/2019 1:00:00 AM,Alofi Cook Is,"Samoa/Polynesia, Samoa",20,80.6,69.8,70,100,26,0,,,1011.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,83.9,-19.07,-169.92,-169.920000000062,-19.0700000000703
4613,WMKN,11/10/2019 1:00:00 AM,Kuala Trengganu,Malaysia,6,82.4,75.2,79,0,2,0,,10000,1011.9,"Few Clouds at 520 meters AGL, Scattered Clouds at 4600 meters AGL, Broken Clouds at 9100 meters AGL",No significant weather present at this time.,,89.5,5.37,103.08,103.080000000264,5.37000000034116
4614,WMKM,11/10/2019 1:00:00 AM,Malacca,Malaysia,9,78.8,75.2,89,60,6,0,,10000,1012.9,"Few Clouds at 610 meters AGL, Scattered Clouds at 4300 meters AGL, Broken Clouds at 8200 meters AGL",No significant weather present at this time.,,,2.27,102.25,102.24999999989,2.27000000010992
4615,WMKL,11/10/2019 1:00:00 AM,Langkawi Intl Ar,Malaysia,7,84.2,77,79,0,0,0,,10000,1011.9,"Few Clouds at 520 meters AGL, Broken Clouds at 8200 meters AGL",No significant weather present at this time.,,94.1,6.32,99.72,99.7199999999529,6.32000000043664
4616,WMKI,11/10/2019 1:00:00 AM,Ipoh,Malaysia,39,80.6,73.4,79,40,7,0,,10000,1011.9,"Few Clouds at 520 meters AGL, Broken Clouds at 8500 meters AGL",No significant weather present at this time.,,85.4,4.57,101.08,101.080000000143,4.57000000013329
4617,WMKE,11/10/2019 1:00:00 AM,Kerteh,Malaysia,5,80.6,77,89,0,0,0,,10000,1011.9,"Few Clouds at 430 meters AGL, Scattered Clouds at 4300 meters AGL, Broken Clouds at 8200 meters AGL",No significant weather present at this time.,,87.6,4.53,103.43,103.429999999566,4.53000000002079
4618,WMKD,11/10/2019 1:00:00 AM,Kuantan (Afb),Malaysia,16,77,73.4,89,0,0,0,,10000,1011.9,Few Clouds at 580 meters AGL,No significant weather present at this time.,,,3.77,103.22,103.220000000164,3.77000000023248
4619,WMKC,11/10/2019 1:00:00 AM,Kota Bharu/Sulta,Malaysia,5,80.6,75.2,84,0,6,0,,10000,1011.9,"Few Clouds at 550 meters AGL, Scattered Clouds at 4300 meters AGL, Broken Clouds at 8500 meters AGL",No significant weather present at this time.,,86.2,6.17,102.27,102.269999999748,6.17000000028679
4620,CWAE,11/10/2019 1:00:00 AM,Whistler,"British Columbia, Canada",658,44.6,42.8,93,0,0,0,63.4,16000,1021.3,"Scattered Clouds at 180 meters AGL, Broken Clouds at 400 meters AGL, Overcast Cloud Deck at 670 meters AGL",No significant weather present at this time.,,,50.13,-122.95,-122.949999999704,50.1299999999911
4621,FEFF,11/10/2019 1:00:00 AM,Bangui/M'Poko (M,"Central African Re, Central African Republic",366,73.4,73.4,100,0,0,0,,6000,1007.9,Scattered Clouds at 210 meters AGL,No significant weather present at this time.,,,4.4,18.52,18.520000000077,4.39999999970324
4622,FCBB,11/10/2019 1:00:00 AM,Brazzaville/Maya,"Congo, Democratic, Congo",316,75.2,73.4,94,250,7,0,,8000,1009.9,"Scattered Clouds at 400 meters AGL, Few Clouds at 850 meters AGL",Thunderstorms,,,-4.25,15.25,15.2500000000232,-4.25000000009897
4623,CZRP,11/10/2019 1:00:00 AM,Rae Point,"Nunavut, Canada",12,-2.6,-5.6,86,200,20,0,-21.2,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,75.37,-105.72,-105.720000000315,75.3700000000987
4624,CXSE,11/10/2019 1:00:00 AM,Stefansson Is,"Nunavut, Canada",11,-7.8,-10.3,88,240,24,0,-29.4,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 0.2 mb",,73.77,-105.28,-105.279999999858,73.7700000001218
4625,CXDK,11/10/2019 1:00:00 AM,Deadman Valley,"N.W. Territories, Canada",283,1.8,-8.1,62,330,15,28,-13.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.27,-124.47,-124.469999999652,61.2700000002157
4626,CPBT,11/10/2019 1:00:00 AM,Blood Tribe Agdm,"Alberta, Canada",980,21,19.9,96,90,13,0,11.4,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,49.57,-113.05,-113.050000000183,49.5700000001559
4627,CWTT,11/10/2019 1:00:00 AM,Lac Memphremagog,"Quebec, Canada",209,32.9,21.2,62,200,24,33,22.7,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,45.27,-72.17,-72.1700000004442,45.2699999998653
4628,CWWS,11/10/2019 1:00:00 AM,George Isl (Maps,"Manitoba, Canada",223,17.4,13.8,85,,0,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 0.2 mb",,52.82,-97.62,-97.6199999996464,52.8200000000973
4629,CWDM,11/10/2019 1:00:00 AM,Chevery (Mars),"Quebec, Canada",6,22.3,16,76,250,13,0,12.9,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 2.6 mb,,50.47,-59.62,-59.6200000000452,50.4700000002313
4630,CWDO,11/10/2019 1:00:00 AM,Twillingate (Map,"Newfoundland, Canada",92,29.7,22.1,73,,0,0,,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,3-Hour Pressure Increasing: 4.6 mb,,49.67,-54.78,-54.7800000003995,49.6700000001931
4631,CWDQ,11/10/2019 1:00:00 AM,La Tuque,"Quebec, Canada",169,27.5,,,160,11,0,20.1,,,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,"Hourly Precipitation Amount: 0.0 in, 3-Hour Pressure Increasing: 1.0 mb",,47.42,-72.78,-72.7799999996905,47.4200000001939
4632,FYRU,11/10/2019 1:00:00 AM,Rundu,Namibia,1100,75.2,59,57,240,7,0,,,1014.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,77.7,-17.95,19.72,19.7199999996105,-17.9500000000384
4633,FYOO,11/10/2019 1:00:00 AM,Okaukuejo Arpt,Namibia,1192,75.2,57.2,54,70,4,0,,,1015.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,77.6,-19.15,15.92,15.9199999997403,-19.1499999997064
4634,FBSK,11/10/2019 1:00:00 AM,Sir Seretse Kham,Botswana,1005,68,57.2,68,70,30,0,,10000,1015.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-24.55,25.92,25.9200000003445,-24.550000000256
4635,FDST,11/10/2019 1:00:00 AM,Siteki,"Swaziland, Eswatini",667,60.8,60.8,100,0,0,0,,,1017.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-26.43,31.95,31.9499999995949,-26.429999999744
4636,FDPP,11/10/2019 1:00:00 AM,Piggs Peak,"Swaziland, Eswatini",1099,53.6,51.8,94,50,17,0,,,1020.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-25.97,31.25,31.2500000000916,-25.9699999998579
4637,UTSA,11/10/2019 1:00:00 AM,Navoi,Uzbekistan,346,35.6,26.6,69,130,7,0,31.6,4000,1025.9,Sky Clear below 3700 meters AGL,Mist,,,40.12,65.17,65.1700000000212,40.1199999999208
4638,WAQQ,11/10/2019 1:00:00 AM,Juwata,Indonesia,0,84.2,77,79,230,9,0,,10000,1011.9,Few Clouds at 460 meters AGL,No significant weather present at this time.,,94.1,3.33,117.57,117.570000000313,3.32999999985967
4639,WAPP,11/10/2019 1:00:00 AM,Ambon/Pattimura,Indonesia,12,87.8,77,71,140,6,0,,10000,1011.9,Few Clouds at 610 meters AGL,No significant weather present at this time.,,100.2,-3.7,128.07,128.070000000049,-3.69999999992783
4640,WAHS,11/10/2019 1:00:00 AM,Ahmad Yani,Indonesia,5,86,71.6,62,360,4,0,,6000,1010.9,Few Clouds at 460 meters AGL,No significant weather present at this time.,,91.8,-6.98,110.38,110.380000000346,-6.98000000003333
4641,DFFD,11/10/2019 1:00:00 AM,Ouagadougou (Mil,Burkina Faso,306,78.8,60.8,54,220,6,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,80.3,12.33,-1.52,-1.5199999999481,12.3299999997479
4642,FTTJ,11/10/2019 1:00:00 AM,Ndjamena (Civ/Mi,Chad,295,73.4,55.4,53,0,0,0,,8000,1008.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,76.6,12.12,15.02,15.0199999998655,12.1200000002002
4643,DGAA,11/10/2019 1:00:00 AM,Accra/Kotoka Int,Ghana,69,82.4,78.8,89,240,7,0,,10000,1009.9,Few Clouds at 490 meters AGL,No significant weather present at this time.,,92.8,5.58,-0.17,-0.169999999686882,5.58000000043274
4644,DRRN,11/10/2019 1:00:00 AM,Niamey (Civ/Mil),Niger,227,80.6,46.4,30,0,0,0,,10000,1009.9,Ceiling and Visibility are OK,No significant weather present at this time.,,79,13.47,2.17,2.16999999980774,13.4700000003731
4645,DNMN,11/10/2019 1:00:00 AM,Minna Airport,Nigeria,254,75.2,71.6,89,320,6,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,9.65,6.47,6.46999999970823,9.65000000044152
4646,DNKA,11/10/2019 1:00:00 AM,Kaduna (Civ/Mil),Nigeria,642,71.6,59,65,70,11,0,,7000,1013.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,76.2,10.58,7.45,7.44999999991117,10.5800000002809
4647,DXXX,11/10/2019 1:00:00 AM,Lome/Tokoin (Mil,Togo,25,80.6,73.4,79,280,7,0,,10000,1009.9,Few Clouds at 340 meters AGL,No significant weather present at this time.,,85.4,6.17,1.25,1.25000000007552,6.17000000028679
4648,DNKN,11/10/2019 1:00:00 AM,Kano/Mallam Amin,Nigeria,481,66.2,59,78,240,7,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,12.05,8.52,8.52000000037108,12.0500000002702
4649,DNMM,11/10/2019 1:00:00 AM,Lagos/Ikeja,Nigeria,38,78.8,77,94,0,0,0,,8000,1010.9,Few Clouds at 300 meters AGL,No significant weather present at this time.,,,6.57,3.32,3.31999999969754,6.57000000041028
4650,DNEN,11/10/2019 1:00:00 AM,Enugu,Nigeria,137,80.6,77,89,300,11,0,,8000,1008.9,Scattered Clouds at 270 meters AGL,No significant weather present at this time.,,87.6,6.47,7.53,7.53000000023941,6.47000000011864
4651,DNAA,11/10/2019 1:00:00 AM,Abuja,Nigeria,344,75.2,68,78,80,6,0,,10000,1010.9,Ceiling and Visibility are OK,No significant weather present at this time.,,78.6,9,7.27,7.27000000029556,9.00000000039809
4652,WABB,11/10/2019 1:00:00 AM,Biak/Frans Kaisi,Indonesia,11,89.6,77,67,270,9,0,,10000,1009.9,Few Clouds at 550 meters AGL,No significant weather present at this time.,,102.8,-1.17,136.12,136.120000000176,-1.16999999985405
4653,WIHH,11/10/2019 1:00:00 AM,Halim Perdanakus,Indonesia,25,84.2,69.8,62,220,7,0,,5000,1011.9,Sky Clear below 3700 meters AGL,Haze,,88.4,-6.25,106.88,106.880000000134,-6.25000000034489
4654,ANYN,11/10/2019 1:00:00 AM,Nauru Island,Australia,7,87.8,77,71,200,7,0,,10000,1008.9,"Few Clouds at 760 meters AGL, Scattered Clouds at 9100 meters AGL",No significant weather present at this time.,,100.2,-0.55,166.92,166.919999999881,-0.550000000449035
4655,AYMH,11/10/2019 1:00:00 AM,Mount Hagen,Papua New Guinea,1642,,,,0,6,0,,10000,1019.9,"Scattered Clouds at 1200 meters AGL, Scattered Clouds at 3700 meters AGL",Fog,,,-5.83,144.3,144.300000000275,-5.82999999993278
4656,AYNZ,11/10/2019 1:00:00 AM,Nadzab,Papua New Guinea,70,84.2,71.6,66,100,7,0,,10000,1010.9,"Few Clouds at 460 meters AGL, Broken Clouds at 2100 meters AGL",No significant weather present at this time.,,89.6,-6.57,146.72,146.720000000098,-6.57000000041028
4657,AYPY,11/10/2019 1:00:00 AM,Port Moresby Int,Papua New Guinea,47,84.2,77,79,200,19,0,,10000,1011.9,"Scattered Clouds at 610 meters AGL, Scattered Clouds at 4000 meters AGL",No significant weather present at this time.,,94.1,-9.42,147.22,147.220000000128,-9.41999999994515
4658,OEJB,11/10/2019 1:00:00 AM,Al Jubail,Saudi Arabia,8,75.2,68,78,270,9,0,,8000,1013.9,Scattered Clouds at 1200 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,78.6,27.05,49.38,49.3800000002529,27.0500000001121
4659,OEHL,11/10/2019 1:00:00 AM,Hail,Saudi Arabia,1013,64.4,50,60,120,7,0,,10000,1017.9,Few Clouds at 1200 meters AGL,No significant weather present at this time.,,,27.42,41.67,41.6700000003979,27.4200000002652
4660,OEGT,11/10/2019 1:00:00 AM,Guriat,Saudi Arabia,499,57.2,30.2,36,90,11,0,,10000,1016.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,31.42,37.27,37.2700000003117,31.4199999996722
